8071,1,1
8072,0,1
8073,1,1
8083,0,0
8086,0,0
8105,1,1
8120,0,0
8121,1,1
8123,1,1
8129,0,1
8133,0,0
8146,1,1
8152,0,0
8154,0,1
8169,1,1
8192,0,0
8204,1,1
8207,1,1
8208,0,1
8211,1,1
8224,1,1
8225,0,0
8240,2,1
8243,1,1
8246,0,0
8247,1,1
8256,1,1
8263,0,0
8264,0,0
8274,1,1
8276,0,1
8282,2,1
8303,0,0
8304,1,1
8325,0,0
8330,1,1
8335,1,1
8338,0,1
8341,1,1
8347,1,1
8348,1,1
8360,1,1
8361,2,1
8362,1,1
8363,0,1
8370,1,1
8375,1,1
8376,2,1
8377,0,0
8379,2,1
8380,0,0
8382,1,1
8390,1,1
8400,0,1
8403,2,1
8406,0,0
8407,1,1
8409,1,1
8418,1,1
8426,1,1
8431,2,1
8436,0,0
8442,1,1
8451,1,1
8454,1,1
8459,0,1
8465,1,1
8475,1,1
8476,0,1
8481,1,1
8485,0,1
8490,1,1
8492,0,0
8496,1,0
8500,1,1
8503,1,1
8504,0,0
8507,1,0
8517,0,1
8523,0,1
8527,0,1
8529,1,1
8532,1,1
8533,1,1
8534,1,0
8535,0,0
8542,1,1
8543,1,1
8545,0,1
8548,1,1
8551,1,1
8561,1,1
8563,0,1
8566,1,1
8569,0,1
8571,0,0
8581,1,1
8588,1,1
8590,0,0
8591,1,1
8597,0,0
8601,1,0
8625,1,1
8629,2,1
8642,0,1
8643,1,1
8647,1,1
8661,0,1
8663,0,1
8670,2,1
8682,0,0
8694,1,1
8696,0,0
8707,1,1
8711,1,1
8713,1,1
8716,1,1
8718,1,1
8721,1,1
8723,0,0
8729,1,1
8736,1,1
8740,2,1
8745,0,1
8746,1,1
8750,0,1
8754,0,0
8756,1,1
8757,0,1
8758,1,1
8764,2,1
8775,0,0
8776,0,1
8781,1,1
8786,0,0
8790,0,0
8791,0,0
8802,1,1
8803,0,0
8814,0,0
8816,1,0
8818,2,1
8821,1,1
8825,0,0
8830,0,0
8833,0,1
8836,0,0
8839,2,1
8842,1,1
8850,1,1
8851,1,1
8855,1,1
8856,1,1
8882,0,0
8883,1,1
8884,2,1
8885,1,1
8890,1,1
8891,1,1
8893,1,0
8895,0,0
8902,1,1
8910,0,0
8911,1,1
8925,1,1
8927,0,0
8930,0,0
8932,1,1
8937,1,1
8940,1,1
8947,0,1
8953,0,0
8958,1,1
8965,0,0
8966,0,0
8967,0,0
8969,0,0
8970,1,1
8973,0,0
8974,1,1
8976,1,1
8979,2,1
8984,2,1
8985,0,0
8989,0,0
8990,0,1
8995,1,1
8996,0,0
8998,0,0
9002,0,0
9006,0,0
9009,1,1
9011,1,0
9014,1,1
9015,1,1
9018,1,1
9033,2,1
9036,1,1
9037,1,1
9038,0,0
9048,0,0
9049,0,0
9053,1,1
9057,0,1
9058,0,0
9059,1,1
9063,1,0
9070,1,1
9080,1,1
9083,1,1
9086,1,1
9087,1,0
9089,1,1
9092,0,0
9093,2,1
9097,0,0
9101,1,1
9102,1,1
9106,1,1
9111,1,1
9118,2,1
9120,1,1
9121,1,1
9129,0,0
9131,1,1
9133,1,1
9134,0,0
9136,1,1
9139,0,0
9141,0,0
9147,0,0
9149,1,1
9150,1,1
9153,0,1
9160,1,1
9170,1,1
9174,1,1
9179,0,0
9185,1,1
9191,0,0
9197,2,1
9199,0,0
9202,0,1
9203,1,1
9207,0,0
9208,0,1
9212,2,1
9221,2,2
9224,1,0
9226,1,1
9227,0,1
9243,2,1
9244,1,0
9247,1,1
9255,0,0
9270,2,1
9275,0,0
9284,0,0
9285,2,1
9286,1,1
9288,1,1
9292,1,1
9300,0,1
9306,0,0
9322,1,1
9324,1,1
9326,1,1
9339,0,1
9340,2,1
9341,0,1
9345,1,1
9349,1,1
9355,1,1
9357,2,1
9371,0,0
9386,2,1
9389,0,0
9393,0,0
9394,0,1
9396,1,1
9399,1,1
9401,0,0
9411,0,0
9419,1,1
9421,1,1
9422,1,0
9424,0,1
9426,0,0
9427,1,1
9428,1,1
9429,1,1
9438,0,1
9439,0,1
9441,0,0
9442,1,1
9445,1,1
9454,2,1
9470,1,1
9473,1,1
9483,1,1
9487,0,1
9489,0,0
9490,0,1
9493,0,0
9495,1,1
9504,0,1
9507,0,1
9511,0,0
9518,1,1
9527,1,1
9529,0,1
9534,0,0
9538,0,0
9539,0,0
9542,0,0
9544,1,1
9550,1,1
9570,0,0
9572,0,1
9575,2,1
9588,1,1
9590,0,0
9598,0,0
9602,1,1
9603,1,1
9608,1,0
9609,1,1
9611,1,1
9621,1,0
9628,1,1
9636,0,0
9641,1,1
9644,1,1
9645,1,1
9657,1,1
9662,0,0
9663,1,1
9668,1,1
9685,1,1
9687,1,1
9692,1,0
9693,0,1
9706,1,1
9715,1,1
9716,1,1
9717,1,1
9725,1,1
9731,1,1
9733,0,1
9738,0,0
9751,1,1
9752,0,1
9753,1,1
9757,1,1
9764,1,1
9780,1,1
9792,1,1
9799,1,1
9800,2,1
